Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD ES;476.8;561.68;21.14.50.484.00;Conjunto 4 Cadeiras Web Wood  Preto;VITRINE
FATURAMENTO VD RJ;312.08;371.32;21.14.50.484.00;Conjunto 4 Cadeiras Web Wood  Preto;VITRINE
FATURAMENTO VISUAL IN SP;636.02;727.62;21.14.50.484.00;Conjunto 4 Cadeiras Web Wood  Preto;VISUAL IN
FATURAMENTO VD RJ;75.7;89.87;21.14.50.485.00;Cadeira Web Wood Branca;VITRINE
FATURAMENTO VD ES;60.28;71.02;21.14.50.485.00;Cadeira Web Wood Branca;VITRINE
FATURAMENTO VD RJ;151.4;179.74;21.14.50.486.00;Conjunto Com 2 Cadeiras Web Wood Branca;VITRINE
FATURAMENTO VD ES;120.58;142.03;21.14.50.486.00;Conjunto Com 2 Cadeiras Web Wood Branca;VITRINE
FATURAMENTO VD RJ;302.8;359.48;21.14.50.487.00;Conjunto 4 Cadeiras Web  Wood Branca;VITRINE
FATURAMENTO VD RJ;302.8;359.48;21.14.50.487.00;Conjunto 4 Cadeiras Web Wood Branca;VITRINE
FATURAMENTO VD ES;259.28;306.63;21.14.50.487.00;Conjunto 4 Cadeiras Web Wood Branca;VITRINE
FATURAMENTO VD ES;108.44;123.9;21.14.50.49.00;Cadeira Eames  Transparente;VITRINE
FATURAMENTO VD RJ;55.23;65.45;21.14.50.49.00;Cadeira Eames  Transparente;VITRINE
FATURAMENTO VD ES;139.36;164.17;21.14.50.495.00;Cadeira De Balanço Eames Com Braço Creme  Base Em Metal E Madeira;VITRINE
FATURAMENTO VD ES;74.35;87.59;21.14.50.496.00;Cadeira De Balanço Eames Com Braço Preta  Base Em Metal E Madeira;VITRINE
FATURAMENTO VD ES;139.36;164.17;21.14.50.499.00;Cadeira De Balanço Eames Com Braço Branca  Base Em Metal E Madeira;VITRINE
FATURAMENTO VD ES;113.65;134.64;21.14.50.50.00;Conjunto 2 Cadeiras Eames  Transparente;VITRINE
FATURAMENTO VD ES;228.64;270.51;21.14.50.51.00;Conjunto 4 Cadeiras Eames  Transparente;VITRINE
FATURAMENTO VD ES;121.59;143.23;21.14.50.517.00;Conjunto Com 2 Cadeiras Saarinen Tower Branca  Base Preta;VITRINE
FATURAMENTO VD ES;60.8;71.61;21.14.50.522.00;Cadeira Saarinen Tower Nude  Base Preta;VITRINE
FATURAMENTO VD ES;60.79;71.61;21.14.50.528.00;Cadeira Saarinen Tower Preta  Base Preta;VITRINE
FATURAMENTO VD ES;121.58;143.23;21.14.50.529.00;Conjunto Com 2 Cadeiras Saarinen Tower Preta  Base Preta;VITRINE
FATURAMENTO VD ES;102.5;120.74;21.14.50.571.00;Conjunto Com 2 Cadeiras Eames Tower Preta  Base Preta;VITRINE
FATURAMENTO VD ES;94.32;111.11;21.14.50.58.00;Cadeira com Braços Eames  Preto;VITRINE
FATURAMENTO VD ES;51.25;60.37;21.14.50.588.00;Cadeira Eames Tower Azul Bic  Base Preta;VITRINE
FATURAMENTO VD ES;100.48;118.36;21.14.50.59.00;Conjunto 2 Cadeiras com Braços Eames  Preto;VITRINE
FATURAMENTO VD ES;101.67;119.77;21.14.50.61.00;Cadeira com Braços Eames  Branca;VITRINE
FATURAMENTO VD ES;100.48;118.37;21.14.50.62.00;Conjunto 2 Cadeiras com Braços Eames  Branca;VITRINE
FATURAMENTO VD ES;101.67;119.77;21.14.50.64.00;Cadeira Eames Com Braço Rosa  Base Em Madeira;VITRINE
FATURAMENTO VD RJ;79.68;94.83;21.14.50.664.00;Cadeira Saarinen  Office Cromada Branca;VITRINE
FATURAMENTO VD ES;79.68;94.83;21.14.50.664.00;Cadeira Saarinen  Office Cromada Branca;VITRINE
FATURAMENTO VD RJ;159.36;189.66;21.14.50.665.00;Conjunto 2 Cadeira Saarinen  Office Cromada Branca;VITRINE
FATURAMENTO VD ES;159.36;189.66;21.14.50.665.00;Conjunto 2 Cadeira Saarinen  Office Cromada Branca;VITRINE
FATURAMENTO VD ES;79.68;94.83;21.14.50.666.00;Cadeira Saarinen Office Nude  Base Em Aço Cromado;VITRINE
FATURAMENTO VD RJ;79.68;94.83;21.14.50.666.00;Cadeira Saarinen Office Nude  Base Em Aço Cromado;VITRINE
FATURAMENTO VD RJ;79.68;94.83;21.14.50.668.00;Cadeira Saarinen  Office Cromada Preta;VITRINE
FATURAMENTO VD ES;174.42;205.47;21.14.50.668.00;Cadeira Saarinen  Office Cromada Preta;VITRINE
FATURAMENTO VD RJ;159.36;189.66;21.14.50.669.00;Conjunto 2 Cadeiras Saarinen  Office Cromada Preta;VITRINE
FATURAMENTO VD ES;348.84;410.94;21.14.50.669.00;Conjunto 2 Cadeiras Saarinen  Office Cromada Preta;VITRINE
FATURAMENTO VD ES;92.45;108.9;21.14.50.682.00;CADEIRA SAARINEN PP NUDE OFFICE PRETO;VITRINE
FATURAMENTO VD ES;81.4;95.88;21.14.50.684.00;Cadeira Saarinen PP Preta  Office Base Preta;VITRINE
FATURAMENTO VD ES;162.78;191.76;21.14.50.685.00;Conjunto Com 2 Cadeiras Saarinen Office Preta  Base Preta;VITRINE
FATURAMENTO VD ES;224.38;264.32;21.14.50.706.00;Cadeira Eames Transparente PC  Office Cromada;VITRINE
FATURAMENTO VD ES;96.46;113.63;21.14.50.708.00;Cadeira Eames Office Ambar  Base Em Aço Cromado;VITRINE
FATURAMENTO VD ES;96.46;113.63;21.14.50.712.00;Cadeira Eames Office Transparente  Base Preta;VITRINE
FATURAMENTO VD ES;88.93;104.76;21.14.50.718.00;Cadeira com Braços Eames Creme  com Office Cromada;VITRINE
FATURAMENTO VD ES;86.4;92.91;21.14.50.720.00;Cadeira com Braços Eames Preta  com Office Cromada;VITRINE
FATURAMENTO VD RJ;86.4;101.79;21.14.50.720.00;Cadeira com Braços Eames Preta  com Office Cromada;VITRINE
FATURAMENTO VD ES;177.86;209.51;21.14.50.721.00;Conjunto Com 2 Cadeiras Eames Office Com Braço Office Preta  Base Em Aço Cromado;VITRINE
FATURAMENTO VD ES;191.95;226.12;21.14.50.722.00;Cadeira Eames Office Com Braço Rosa  Base Em Aço Cromado;VITRINE
FATURAMENTO VD ES;191.95;226.12;21.14.50.726.00;Cadeira com Braços Eames Branca  com Office Cromada;VITRINE
FATURAMENTO VD ES;88.93;104.76;21.14.50.730.00;Cadeira com Braços Eames Creme  com Base Office Preta;VITRINE
FATURAMENTO VD ES;88.93;104.76;21.14.50.732.00;Cadeira com Braços Eames Preta  com Base Office Preta;VITRINE
FATURAMENTO VD ES;177.86;209.51;21.14.50.733.00;Conjunto Com 2 Cadeiras Eames Office Com Braço Preta  Base Preta;VITRINE
FATURAMENTO VD ES;88.93;104.76;21.14.50.734.00;CADEIRA EAMES ARM PP ROSA OFFICE PRETO;VITRINE
FATURAMENTO VD ES;174.42;205.47;21.14.50.746.00;Cadeira Eames PP Azul Bic  Office Cromada;VITRINE
FATURAMENTO VD ES;143.68;169.27;21.14.50.747.00;Conjunto Com 2 Cadeiras Eames Office Azul Bic  Base Em Aço Cromado;VITRINE
FATURAMENTO VD ES;138.52;161.72;21.14.50.750.00;Cadeira Eames PP Branca  Office Cromada;VITRINE
FATURAMENTO VD ES;174.42;205.47;21.14.50.766.00;Cadeira Eames Office Rosa  Base Em Aço Cromado;VITRINE
FATURAMENTO VD RJ;96.81;115.3;21.14.50.766.00;Cadeira Eames Office Rosa  Base Em Aço Cromado;VITRINE
FATURAMENTO VD ES;71.84;84.63;21.14.50.774.00;Cadeira Eames Office Amarela  Base Preta;VITRINE
FATURAMENTO VD ES;71.84;84.63;21.14.50.778.00;Cadeira Eames Office Azul Bic  Base Preta;VITRINE
FATURAMENTO VD ES;71.84;84.63;21.14.50.792.00;Cadeira Eames Office Fendi  Base Preta;VITRINE
FATURAMENTO VD ES;71.84;84.63;21.14.50.796.00;Cadeira Eames Office Preta  Base Preta;VITRINE
FATURAMENTO VD ES;67.49;79.5;21.14.50.806.00;Cadeira Eames Branco  Base Em Polipropileno;VITRINE
FATURAMENTO VD RJ;67.49;79.5;21.14.50.806.00;Cadeira Eames Branco  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;134.98;159.0;21.14.50.807.00;Conjunto Com 2 Cadeiras Eames Branco  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;146.68;172.8;21.14.50.808.00;Conjunto Com 4 Cadeiras Eames Branco  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;67.49;79.5;21.14.50.809.00;Cadeira Eames Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;0.0;0.0;21.14.50.810.00;Conjunto Com 2 Cadeiras Eames Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;269.96;318.01;21.14.50.811.00;Conjunto Com 4 Cadeiras Eames Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;67.49;79.5;21.14.50.818.00;Cadeira Eames Azul Bic  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;67.49;79.5;21.14.50.833.00;Cadeira Eames Rosa  Base Em Polipropileno;VITRINE
FATURAMENTO VD RJ;36.67;43.2;21.14.50.833.00;Cadeira Eames Rosa  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;73.34;86.4;21.14.50.834.00;Conjunto Com 2 Cadeiras Eames Rosa  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;269.95;318.01;21.14.50.835.00;Conjunto Com 4 Cadeiras Eames Rosa  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;280.13;301.22;21.14.50.84.00;Conjunto 4 Cadeiras Web  Fendi;VITRINE
FATURAMENTO VD ES;101.67;119.77;21.14.50.929.00;Cadeira Eames Com Braço Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;406.68;479.08;21.14.50.931.00;Conjunto Com 4 Cadeiras Eames Com Braço Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;50.24;59.18;21.14.50.932.00;Cadeira Eames Com Braço Fendi  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;100.49;118.37;21.14.50.933.00;Conjunto Com 2 Cadeiras Eames Com Braço Fendi  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;61.76;62.02;21.14.50.962.00;Cadeira Saarinen Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;123.52;124.04;21.14.50.963.00;Conjunto Com 2 Cadeiras Saarinen Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;247.04;248.08;21.14.50.964.00;Conjunto Com 4 Cadeiras Saarinen Preta  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;118.58;127.5;21.14.50.966.00;Conjunto Com 2 Cadeiras Saarinen Branca  Base Em Polipropileno;VITRINE
FATURAMENTO VD ES;59.29;69.84;21.14.50.989.00;CADEIRA SAARINEN PP BRANCA DSW-INJ BRANCA CROMADO;VITRINE
FATURAMENTO VD RJ;129.23;147.65;21.16.46.18.01;Mesa Lateral Vulcan Preta;VITRINE
FATURAMENTO VD ES;100.8;118.74;21.16.50.01.00;Mesa Eames Tampo Redondo MDF 60cm Branco;VITRINE
FATURAMENTO VD ES;100.8;118.74;21.16.50.01.00;Mesa Eames infantil e de centro 60cm Branca;VITRINE
FATURAMENTO VD ES;100.8;118.74;21.16.50.02.00;Mesa Eames Tampo Redondo MDF 60cm Preta;VITRINE
FATURAMENTO VD ES;100.8;118.74;21.16.50.02.00;Mesa Eames infantil e de Centro Preta 60cm;VITRINE
FATURAMENTO VD ES;109.02;128.42;21.16.50.03.00;Mesa Eames Tampo Redondo MDF 70cm Branco;VITRINE
FATURAMENTO VD ES;124.51;126.23;21.16.50.05.00;Mesa Eames Tampo Redondo MDF 90cm Branco;VITRINE
FATURAMENTO VD ES;121.88;123.89;21.16.50.06.00;Mesa Eames Tampo Redondo MDF 90cm Preto;VITRINE
FATURAMENTO VD ES;139.67;164.53;21.16.50.07.00;Mesa Eames Tampo redondo MDF 110cm Branco;VITRINE
FATURAMENTO VD RJ;139.67;164.53;21.16.50.07.00;Mesa Eames Tampo redondo MDF 110cm Branco;VITRINE
FATURAMENTO VD ES;139.67;164.53;21.16.50.08.00;Mesa Eames Tampo redondo MDF 110cm Preto;VITRINE
FATURAMENTO VD ES;326.93;385.12;21.16.50.09.00;Mesa Eames Tampo de Vidro 90cm Transparente;VITRINE
FATURAMENTO VD ES;825.66;975.99;21.16.50.10.00;Mesa Saarinen Tulipa Branca  Base Metal;VITRINE
FATURAMENTO VD RJ;113.86;130.1;21.19.46.06.18;Puff em Veludo Rosado;VITRINE
FATURAMENTO VD ES;152.1;174.49;21.40.175.01.01;Banqueta Eiffel Preta;VITRINE
FATURAMENTO VD ES;152.1;174.49;21.40.175.02.06;Banqueta Eiffel Branca;VITRINE
FATURAMENTO VD RJ;53.0;60.56;21.40.46.03.01;Banqueta Baixa Eames Preta;VITRINE
FATURAMENTO VD RJ;82.19;93.9;21.40.46.1522.06;Banqueta Titan Media Branca;VITRINE
FATURAMENTO VD RJ;126.29;144.29;21.40.46.1525.01;Banqueta Wave Alta com Encosto Cor Preta;VITRINE
FATURAMENTO VD RJ;96.05;109.73;21.40.46.1526.16;Banqueta Wave Estofada Amarela Cromada;VITRINE
FATURAMENTO VD RJ;47.63;54.41;21.40.46.1574.00;Banquinho Glamour Pelo Mescla Base Metal;VITRINE
FATURAMENTO VD RJ;67.56;77.18;21.40.46.1578.01;Banquinho Kitty com Pelo Curto Preta Base Madeira;VITRINE
FATURAMENTO VD RJ;79.3;90.6;21.40.46.1583.06;Banquinho Nona Croche Branca Base Madeira;VITRINE
FATURAMENTO VD RJ;49.93;57.05;21.40.46.1589.12;Banquinho Petit com Pelo Longo Creme Base Metal;VITRINE
FATURAMENTO VD ES;49.93;57.05;21.40.46.1590.18;Banquinho Petit Com pêlo Longo Rosa Base Metal;VITRINE
FATURAMENTO VD RJ;49.93;57.05;21.40.46.1590.18;Banquinho Petit Com pêlo Longo Rosa Base Metal;VITRINE
FATURAMENTO VD RJ;79.88;91.27;21.40.46.356.06;Banquinho Tube Em PP Branco;VITRINE
FATURAMENTO VD RJ;79.88;91.27;21.40.46.356.06;Banquinho Tube em Polipropileno Branco;VITRINE
FATURAMENTO VD RJ;82.96;94.78;21.40.46.465.16;Banqueta Titan Media Amarela;VITRINE
FATURAMENTO VD RJ;82.19;93.9;21.40.46.467.10;Banqueta Titan Media Cinza;VITRINE
FATURAMENTO VD RJ;170.34;194.62;21.40.46.59.07;Seat Garden Azul Acqua;VITRINE
FATURAMENTO VD RJ;221.4;252.96;21.40.46.66.04;Seat Garden Dourado;VITRINE
FATURAMENTO VD RJ;174.86;199.79;21.40.46.68.00;Seat Garden Navy Metálico;VITRINE
FATURAMENTO VD ES;157.75;185.83;21.40.50.08.00;Conjunto 2 Banquetas com Braços Eames  Preto;VITRINE
FATURAMENTO VD ES;157.75;185.83;21.40.50.10.00;Conjunto 2 Banquetas com Braços Eames  Rosa;VITRINE
FATURAMENTO VD ES;134.98;159.0;21.40.50.19.00;Banqueta Eames PP  Branca;VITRINE
FATURAMENTO VD ES;269.96;318.01;21.40.50.20.00;Conjunto 2 Banquetas Eames  Branca;VITRINE
FATURAMENTO VD ES;69.83;82.26;21.40.50.27.00;Banqueta Eames PP  Fendi;VITRINE
FATURAMENTO VD ES;139.66;164.52;21.40.50.28.00;Conjunto 2 Banquetas Eames  Fendi;VITRINE
FATURAMENTO VD ES;139.66;164.52;21.40.50.34.00;Conjunto 2 Banquetas Eames  Preto;VITRINE
FATURAMENTO VD ES;102.48;120.73;21.40.50.47.00;Banqueta Eames PC  Transparente;VITRINE
FATURAMENTO VD ES;204.97;241.46;21.40.50.48.00;Conjunto 2 Banquetas Eames  Transparente;VITRINE
FATURAMENTO VD ES;141.69;164.09;21.40.50.53.00;Banqueta Web  Fendi;VITRINE
FATURAMENTO VD ES;205.51;228.53;21.40.50.54.00;Conjunto 2 Banquetas Web  Fendi;VITRINE
FATURAMENTO VD ES;166.79;196.48;21.40.50.56.00;Conjunto 2 Banquetas Web  Branca;VITRINE
FATURAMENTO VD ES;163.02;192.04;21.40.50.57.00;Banqueta Web  Preto;VITRINE
FATURAMENTO VD ES;326.05;384.09;21.40.50.58.00;Conjunto 2 Banquetas Web  Preto;VITRINE
FATURAMENTO VD ES;166.8;196.48;21.40.50.64.00;Conjunto 2 Banquetas Saarinen  Preto;VITRINE
FATURAMENTO VD ES;166.79;196.48;21.40.50.72.00;Conjunto 2 Banquetas Saarinen  Nude;VITRINE
FATURAMENTO VD ES;94.44;111.26;21.40.50.88.00;Banqueta Kaila Quad Preto  Base Metal;VITRINE
FATURAMENTO VD RJ;145.49;166.23;21.42.46.09.01;Conjunto Mesinha Atlas Preta Metal E Madeira;VITRINE
FATURAMENTO VD RJ;175.28;244.44;21.48.136.01.76;Mesa de Centro Tavarua Ratan 50x50 Stillo Home - Marrom;VITRINE
FATURAMENTO VD RJ;80.53;92.0;21.48.46.1414.00;Base De Mesa Eames Metálica;VITRINE
FATURAMENTO VD RJ;134.42;153.58;21.49.46.383.76;Poltrona Butterfly Em Pu Marrom Base Metal Pintura Preta;VITRINE
FATURAMENTO VD RJ;400.21;544.76;21.64.136.01.01;Armário Alto 4 Níveis Stone Stillo Home - Preto;VITRINE
FATURAMENTO VD ES;4.0;4.59;24.10.159.104.00;Manteigueira de Bambu com Espátula Verona 18cm - Lyor;VITRINE
FATURAMENTO VD ES;12.95;14.88;24.10.159.11.06;Bomba Elétrica para Galão de Água 15,5cm x 7cm x 11,5cm;VITRINE
FATURAMENTO VD ES;6.18;7.02;24.10.159.114.00;Pegador para Macarrão de Aço Inox Positano 28cm - Lyor;VITRINE
FATURAMENTO VD ES;33.73;38.21;24.10.159.117.06;Garrafa Térmica de Plástico Organic Branca 1L - Lyor;VITRINE
FATURAMENTO VD ES;31.1;38.02;24.10.159.119.20;Cuscuzeira Individual de Aço Inox 25cm;VITRINE
FATURAMENTO VD ES;8.99;10.99;24.10.159.12.00;4 Anéis para Guardanapo Curves de Aço Prateado - Lyor;VITRINE
FATURAMENTO VD ES;23.08;26.26;24.10.159.130.01;Bandeja Redonda Metal Fundo MDF Alça Preto Fosco 20cm;VITRINE
FATURAMENTO VD ES;13.06;14.99;24.10.159.134.00;Kit Petisqueiras de Cerâmica e Bandejas de Bambu - Lyor;VITRINE
FATURAMENTO VD ES;17.89;20.34;24.10.159.139.00;Jarra Vidro Borossilicato com Tampa de Bambu Classic 620ml;VITRINE
FATURAMENTO VD ES;6.16;7.0;24.10.159.146.00;Bowl de Vidro Coração Balls 13,5cm - Lyor;VITRINE
FATURAMENTO VD ES;5.9;6.71;24.10.159.15.00;Molheira de Cristal Coração 15,5cm;VITRINE
FATURAMENTO VD ES;16.5;18.77;24.10.159.156.00;Porta Talheres de Metal Revestido em Plástico 20cm - Lyor;VITRINE
FATURAMENTO VD ES;28.77;32.86;24.10.159.157.00;Conjunto Pilão e Socador de Mármore Marin 12cm x 6cm - Lyor;VITRINE
FATURAMENTO VD ES;4.62;5.25;24.10.159.158.01;Mini Mixer Elétrico para Bebidas de Inox e Plástico Preto;VITRINE
FATURAMENTO VD ES;48.25;55.14;24.10.159.159.00;Rolo para Massa de Mármore e Bambu Marin 44,5cm;VITRINE
FATURAMENTO VD ES;7.64;8.7;24.10.159.160.01;Mini Processador de Alimentos Manual em Plástico 8,6CM;VITRINE
FATURAMENTO VD ES;6.09;6.92;24.10.159.162.00;Molheira de Cristal Seul 180ml - Lyor;VITRINE
FATURAMENTO VD ES;23.52;26.76;24.10.159.164.00;Porta Talher de Cristal Dublin 25cm - Lyor;VITRINE
FATURAMENTO VD ES;4.8;5.46;24.10.159.175.18;Bowl de Cerâmica Cronus Rosa 14cm - Lyor;VITRINE
FATURAMENTO VD ES;36.83;41.89;24.10.159.19.00;Cafeteira de Vidro Borossilicato de 500ml - Lyor;VITRINE
FATURAMENTO VD ES;4.83;5.49;24.10.159.195.00;Bowl Quadrado de Cristal Coração 8,5cm - Lyor;VITRINE
FATURAMENTO VD ES;76.21;86.7;24.10.159.205.08;Fondue para Queijo em Ferro Vermelho de 8 Peças - Lyor;VITRINE
FATURAMENTO VD ES;7.72;8.78;24.10.159.206.00;Garrafa para Azeite de Vidro com Tampa de Rolha 580ml- Lyor;VITRINE
FATURAMENTO VD ES;17.47;19.88;24.10.159.210.60;Saleiro de Parede Cerâmica e Tampa de Bambu Sweet Home 10cm;VITRINE
FATURAMENTO VD ES;38.95;44.31;24.10.159.211.00;kit 8 Potes Vidro com Tampa Hermética e Suporte de Metal;VITRINE
FATURAMENTO VD ES;24.96;28.4;24.10.159.215.01;Jogo 8 Potes Lyor para Temperos de Vidro e Suporte Preto;VITRINE
FATURAMENTO VD ES;15.49;17.62;24.10.159.218.00;Pote Hermético de Vidro Borossilicato com tampa 1000L;VITRINE
FATURAMENTO VD ES;8.4;9.56;24.10.159.224.00;Pote Hermético de Vidro com Tampa Plástica 370ml;VITRINE
FATURAMENTO VD ES;3.53;4.01;24.10.159.225.04;Pote de Vidro de Metal  e Acrílico Gastro Dourada 300Ml;VITRINE
FATURAMENTO VD ES;22.59;25.69;24.10.159.228.00;Queijeira de Cristal com Tampa Coração 19,5cm - Lyor;VITRINE
FATURAMENTO VD ES;10.92;12.37;24.10.159.238.08;Caçarola de Porcelana Farm Vermelha 14,5cm - Lyor;VITRINE
FATURAMENTO VD ES;7.03;7.99;24.10.159.250.57;Sousplat Patinado de Plástico Moon Bege 33cm - Lyor;VITRINE
FATURAMENTO VD ES;4.34;4.94;24.10.159.252.04;Lugar Americano de PVC Coração Dourado 38cm - Lyor;VITRINE
FATURAMENTO VD ES;4.71;5.36;24.10.159.258.01;Espátula de Silicone Preta 27cm - Lyor;VITRINE
FATURAMENTO VD ES;4.9;5.57;24.10.159.260.01;Colher para Servir de Silicone Preta 27cm - Lyor;VITRINE
FATURAMENTO VD ES;30.82;35.38;24.10.159.264.00;4 Petisqueiras com Bandeja de Bambu 22x22x5,5cm - Lyor;VITRINE
FATURAMENTO VD ES;29.01;33.3;24.10.159.265.00;3 Petisqueiras com Bandeja de Bambu 33cmx25cmx4cm - Lyor;VITRINE
FATURAMENTO VD ES;21.71;24.92;24.10.159.266.00;3 Petisqueiras com Bandeja de Bambu 32x10x3,5cm - Lyor;VITRINE
FATURAMENTO VD ES;16.52;18.97;24.10.159.267.00;Conjunto de Petisqueira 10,5cmx32cm - Lyor;VITRINE
FATURAMENTO VD ES;37.94;43.55;24.10.159.268.00;Petisqueira de Ceramica com Bandeja Natural 21x32cm - Lyor;VITRINE
FATURAMENTO VD ES;23.18;26.6;24.10.159.269.00;3 Petisqueiras com Bandeja de Bambu 25x12x4,5cm - Lyor;VITRINE
FATURAMENTO VD ES;20.41;23.43;24.10.159.270.00;Petisqueira de Ceramica com Bandeja e Espátula  30cm - Lyor;VITRINE
FATURAMENTO VD ES;26.21;30.08;24.10.159.271.00;3 Petisqueiras com Bandeja de Ceramica 32cmx10cm - Lyor;VITRINE
FATURAMENTO VD ES;30.59;35.11;24.10.159.272.00;3 Petisqueiras de Ceramica com Bandeja 31cmx14,5cmx3,5cm - Lyor;VITRINE
FATURAMENTO VD ES;13.79;15.56;24.10.159.273.00;3 Petisqueiras de Ceramica  25cm x 10cm x 2cm - Lyor;VITRINE
FATURAMENTO VD ES;24.32;27.45;24.10.159.274.00;4 Bowls de Cerâmica 9,5cm - Lyor;VITRINE
FATURAMENTO VD ES;8.35;10.21;24.10.159.276.00;4 Anéis para Guardanapo Curves de Aço Dourado - Lyor;VITRINE
FATURAMENTO VD ES;10.29;12.58;24.10.159.277.00;4 Anéis para Guardanapo Circle de Aço Niquelado Prata - Lyor;VITRINE
FATURAMENTO VD ES;10.33;12.63;24.10.159.278.00;4 Anéis para Guardanapo Circle de Aço Dourado - Lyor;VITRINE
FATURAMENTO VD ES;6.77;7.7;24.10.159.279.00;Porta Mantimento Hermético em Vidro Borossilicato 350ml - Lyor;VITRINE
FATURAMENTO VD ES;14.12;16.21;24.10.159.283.00;Conjunto 3 Tábuas para Corte de Bambu e PP 30cm x 22cm;VITRINE
FATURAMENTO VD ES;25.94;29.28;24.10.159.284.00;Balança de Cozinha Digital de Vidro e Bambu 5kg;VITRINE
FATURAMENTO VD ES;29.11;32.86;24.10.159.285.00;Balança de Bioimpedância Vidro com Bluetooth e Aplicativo;VITRINE
FATURAMENTO VD ES;9.78;11.13;24.10.159.286.01;Forma Quadrada de Silicone para Air Fryer Preta 20cm;VITRINE
FATURAMENTO VD ES;9.78;11.13;24.10.159.287.10;Forma Quadrada de Silicone para Air Fryer Cinza 20cm;VITRINE
FATURAMENTO VD ES;10.16;11.56;24.10.159.288.08;Forma Quadrada de Silicone para Air Fryer Vermelha 20cm;VITRINE
FATURAMENTO VD ES;6.52;7.42;24.10.159.289.01;Forma Redonda de Silicone para Air Fryer Preta 19cm;VITRINE
FATURAMENTO VD ES;3.95;4.5;24.10.159.291.01;Protetor de Silicone de Air Fryer e Fogão Indução Preto;VITRINE
FATURAMENTO VD ES;13.14;14.94;24.10.159.293.08;Jogo 6 Porta Temperos Empilháveis de Plástico My Box Branco;VITRINE
FATURAMENTO VD ES;32.86;37.38;24.10.159.294.08;Frigideira Indução em Alumínio e Revestimento Vermelha 20cm;VITRINE
FATURAMENTO VD ES;41.5;47.2;24.10.159.295.08;Frigideira Indução em Alumínio e Revestimento Vermelha 24cm;VITRINE
FATURAMENTO VD ES;53.46;60.82;24.10.159.296.08;Frigideira Wok Indução Alumínio e Revestimento Vermelha 28cm;VITRINE
FATURAMENTO VD ES;6.0;6.85;24.10.159.298.00;Jogo de 50 Formas de Papel Descartável para Air Fryer 16cm;VITRINE
FATURAMENTO VD ES;11.11;12.64;24.10.159.300.00;Pote Hérmetico com Copo Medidor de Plástico My Box 2,5L;VITRINE
FATURAMENTO VD ES;1.51;1.73;24.10.159.301.00;Jogo de 50 Tapetes Quadrados de Papel  Air Fryer 18,5cm;VITRINE
FATURAMENTO VD ES;15.83;18.01;24.10.159.303.00;Saleiro de Cerâmica com Tampa de Bambu e Colher Bianco 9cm;VITRINE
FATURAMENTO VD ES;21.14;24.05;24.10.159.304.00;Saleiro de Cerâmica com Tampa de Bambu e Colher Bianco 10cm;VITRINE
FATURAMENTO VD ES;8.76;9.96;24.10.159.306.10;Mini Processador de Alimentos Plástico Premium Preto 13,5cm;VITRINE
FATURAMENTO VD ES;19.7;22.41;24.10.159.307.01;Jogo 4 Peças Galheteiro de Vidro com Suporte de Metal Preto;VITRINE
FATURAMENTO VD ES;11.06;12.49;24.10.159.309.00;Balança de Cozinha Digital 10kg Lyor;VITRINE
FATURAMENTO VD ES;4.16;4.73;24.10.159.31.08;Espátula de Silicone Vermelha 27cm - Lyor;VITRINE
FATURAMENTO VD ES;69.05;79.26;24.10.159.311.06;Conjunto 6 Peças de Bambu e ABS para Banheiro Branco;VITRINE
FATURAMENTO VD ES;29.68;33.76;24.10.159.314.00;Pote Hermético de Poliestireno My Box 5,5L;VITRINE
FATURAMENTO VD ES;27.66;31.47;24.10.159.315.00;Pote Hermético de Poliestireno My Box 4,8L;VITRINE
FATURAMENTO VD ES;4.91;6.01;24.10.159.316.10;Escorredor Multiuso em Aço Inox e Silicone Cinza 52x35cm;VITRINE
FATURAMENTO VD ES;9.47;10.77;24.10.159.318.00;Pote Hermético de Vidro com Tampa 640ml;VITRINE
FATURAMENTO VD ES;11.98;13.63;24.10.159.319.00;Pote Hermético de Vidro com Tampa 1L;VITRINE
FATURAMENTO VD ES;48.63;59.44;24.10.159.321.00;Cuscuzeira de Aço Inox 16cm x 16cm x 20cm;VITRINE
